geo_name_raw,municipality_name,municipality_type,population_2021,population_density_per_km2,population_growth_2016_2021_pct,land_area_km2,population_scale_index_0_100,household_median_total_income_2020,income_index_0_100,children_0_14_pct,youth_15_24_pct,young_adult_20_34_pct,working_age_25_64_pct,seniors_65_plus_pct,median_age,family_with_children_pct,one_person_household_pct,average_household_size,employment_rate_pct,unemployment_rate_pct,participation_rate_pct,immigrant_pct,visible_minority_pct,diversity_index_0_100,renter_pct,renter_average_monthly_shelter_cost,rent_cost_index_0_100,rent_pressure_index_0_100,retail_trade_labour_pct,accommodation_food_labour_pct,other_services_labour_pct,density_index_0_100,market_base_index_0_100
"Parry Sound, Town (T)",Parry Sound,T,6879.0,524.9,7.4,13.1,59.5318,62000.0,31.6609,11.7023,8.7222,17.081,47.4633,32.0541,53.2,50.8242,40.3756,2.0,49.2,9.5,54.3,7.0504,4.9426,5.0807,40.3125,1152.0,43.7146,42.694,16.5563,8.7748,4.3046,74.6212,48.3826
"Parry Sound, Unorganized, Centre Part, Unorganized (NO)","Parry Sound, Unorganized, Centre Part",NO,2495.0,1.0,16.4,2587.29,52.7008,57600.0,27.8547,7.4148,4.8096,6.6132,47.0942,40.6814,61.2,25.9259,34.3874,1.9,33.5,15.2,39.7,7.014,0.8016,2.8557,9.5238,770.0,22.0838,18.3158,7.4286,7.4286,6.8571,8.2558,28.7649
"Pelham, Town (T)",Pelham,T,18192.0,144.0,6.3,126.35,66.0831,110000.0,73.1834,14.9516,10.4167,13.5224,47.356,27.2647,50.4,51.0259,19.9713,2.6,52.8,8.6,57.7,12.3406,5.3595,7.0855,12.3475,1244.0,48.9241,37.9511,11.3252,4.2032,3.9696,59.2759,54.7207
"Pembroke, City (CY)",Pembroke,CY,14364.0,1002.8,3.5,14.32,64.4915,63200.0,32.699,14.0977,10.1643,18.8318,49.1855,26.5595,46.4,53.5854,38.2735,2.1,46.4,12.4,53.0,4.2815,3.3765,3.239,42.2018,963.0,33.0125,35.7693,16.223,9.1514,3.4942,82.3207,51.0335
"Penetanguishene, Town (T)",Penetanguishene,T,10077.0,396.4,12.4,25.42,62.1036,74000.0,42.0415,10.9656,9.2289,16.2747,50.3622,29.5227,52.0,49.5495,29.5597,2.3,45.4,11.5,51.4,6.0534,2.4809,3.3591,24.2462,976.0,33.7486,30.8979,12.5158,5.5626,5.0569,71.2843,49.1364
"Perry, Township (TP)",Perry,TP,2650.0,14.2,8.0,186.34,53.1067,72000.0,40.3114,14.5283,6.6038,13.9623,53.3962,25.6604,51.6,43.8596,24.8908,2.3,48.2,8.8,52.9,5.0943,0.566,2.066,9.2105,790.0,23.2163,19.0146,20.8511,5.1064,2.1277,32.4123,38.0209
"Perth, Town (T)",Perth,T,6469.0,529.8,9.1,12.21,59.1179,63200.0,32.699,10.6663,7.42,13.2169,42.7423,38.955,58.4,44.2254,43.2061,1.9,41.1,12.9,47.2,6.3379,2.396,3.4627,44.2748,1039.0,37.316,39.4036,12.326,9.3439,5.169,74.7317,47.8448
"Perth East, Township (TP)",Perth East,TP,12595.0,17.7,2.6,711.93,63.6062,96000.0,61.0727,23.1044,13.6959,17.9436,47.3204,15.7999,36.4,57.9025,17.5182,3.0,70.0,3.9,72.9,5.8753,0.9925,2.5645,18.0049,1050.0,37.9388,31.9587,7.5802,2.9155,5.6122,34.8805,50.0403
"Perth South, Township (TP)",Perth South,TP,3776.0,9.6,-0.8,391.88,55.4916,101000.0,65.3979,16.6843,12.7119,16.5519,51.3771,19.3326,44.8,51.0823,16.7857,2.7,67.7,7.3,72.9,5.6939,1.7214,2.8535,22.5,1050.0,37.9388,33.3072,8.4633,3.5635,3.5635,28.1192,46.1922
"Petawawa, Town (T)",Petawawa,T,18160.0,110.3,5.7,164.7,66.0713,102000.0,66.263,21.7786,12.5551,29.9284,56.2775,9.4438,32.0,60.1221,23.003,2.6,66.4,6.3,70.9,5.8645,5.9196,5.095,35.7988,1049.0,37.8822,37.2572,7.6058,5.9454,2.196,56.1255,54.8269
"Peterborough, City (CY)",Peterborough,CY,83651.0,1291.8,3.2,64.76,76.3615,71500.0,39.8789,14.2975,12.1696,20.8665,49.324,24.2257,43.2,55.1274,32.4764,2.3,48.8,14.7,57.2,9.4201,9.1272,8.1359,40.6003,1200.0,46.4326,44.6829,13.8683,7.3107,4.2202,85.3343,57.1988
"Petrolia, Town (T)",Petrolia,T,6013.0,482.6,4.7,12.46,58.6255,86000.0,52.4221,17.6285,10.0615,16.3812,48.2288,23.9481,42.8,56.8513,29.065,2.4,52.9,9.1,58.1,5.405,2.3283,3.1182,20.935,960.0,32.8426,29.2703,9.427,5.1756,3.6969,73.6225,51.3913
"Pickering, City (CY)",Pickering,CY,99186.0,429.2,8.1,231.1,77.5091,118000.0,80.1038,16.5396,12.29,19.6852,54.6045,16.5699,40.8,68.8488,17.1728,3.0,56.9,12.9,65.3,36.0736,51.5446,38.544,14.837,1730.0,76.4439,57.9619,10.6002,4.3286,3.9342,72.2288,63.751
"Plympton-Wyoming, Town (T)",Plympton-Wyoming,T,8308.0,26.1,6.6,318.86,60.8032,108000.0,71.4533,17.6938,10.6524,14.9856,49.5908,22.027,45.6,49.8024,19.2429,2.6,56.6,7.5,61.2,6.921,2.949,4.0955,11.811,1000.0,35.1076,28.1186,9.5533,3.8462,3.8462,39.2994,49.303
"Point Edward, Village (VL)",Point Edward,VL,1930.0,585.0,-5.3,3.3,50.9717,84000.0,50.692,11.399,8.2902,12.6943,48.4456,32.1244,55.2,44.6281,34.0426,2.1,46.0,12.6,52.6,9.3264,2.0725,4.3005,14.8936,1420.0,58.8901,45.6912,9.5506,5.618,4.4944,75.9101,47.8478
"Port Colborne, City (CY)",Port Colborne,CY,20033.0,164.2,9.4,121.99,66.7325,70000.0,38.5813,13.1533,9.4844,15.4495,50.5166,26.8557,50.4,52.6496,31.6303,2.2,47.4,12.7,54.2,8.5609,2.6706,4.3503,27.3092,982.0,34.0883,32.0546,12.1842,6.6255,4.6603,60.8293,47.7718
"Port Hope, Municipality (MU)",Port Hope,MU,17294.0,62.0,3.2,278.8,65.7421,88000.0,54.1522,12.8079,8.9048,15.5545,50.3065,27.9866,50.8,50.5693,26.931,2.3,49.7,11.1,56.0,9.9456,4.3946,5.6913,21.653,1263.0,50.0,41.4959,12.3449,5.2109,4.9628,49.3472,48.6023
"Powassan, Municipality (MU)",Powassan,MU,3346.0,15.0,-3.2,223.26,54.6773,79500.0,46.7993,15.6904,7.7705,13.15,49.6115,27.0472,50.4,49.2386,22.7273,2.4,52.3,10.3,58.3,3.4369,2.6898,2.5478,15.0376,900.0,29.4451,25.1228,14.6179,2.3256,5.9801,33.0232,40.8048
"Prescott, Town (T)",Prescott,T,4078.0,826.0,-3.4,4.94,56.0099,61200.0,30.9689,14.4679,9.3183,15.9392,48.7984,27.3418,49.6,51.7391,36.87,2.1,43.3,12.4,49.6,5.7626,2.6974,3.4576,42.1751,962.0,32.9558,35.7216,19.6375,4.2296,3.6254,80.0131,46.2531
"Prince Edward County, City (CY)",Prince Edward County,CY,25704.0,24.4,3.9,1052.61,68.4118,81000.0,48.0969,11.5935,6.9833,11.6713,47.8914,33.4773,56.8,39.5107,26.9519,2.2,46.4,9.2,51.1,9.765,3.0345,4.9846,18.3502,1205.0,46.7157,38.2061,10.277,7.8195,3.8874,38.5278,45.7258
"Puslinch, Township (TP)",Puslinch,TP,7944.0,37.0,8.3,214.82,60.5014,133000.0,93.0796,13.9728,11.7699,13.2805,51.2336,22.9733,49.2,52.9412,17.6573,2.8,59.0,9.3,64.9,17.3716,13.2175,12.7266,5.2448,1300.0,52.0951,38.04,11.0218,4.4776,4.4776,43.3258,54.7171
"Quinte West, City (CY)",Quinte West,CY,46560.0,94.0,6.8,495.45,72.4142,81000.0,48.0969,15.7968,9.6972,16.7741,52.2766,22.2186,45.6,52.9747,24.8229,2.4,51.3,10.9,57.6,7.5172,4.5855,4.9544,25.3739,1087.0,40.034,35.636,11.2367,5.8606,4.3378,54.2394,50.4796
"Rainy River, Unorganized, Unorganized (NO)","Rainy River, Unorganized",NO,1423.0,0.1,3.1,12163.33,48.9198,99000.0,63.6678,13.0007,8.7843,10.8925,51.3001,26.3528,54.4,41.9355,19.1304,2.4,51.8,8.6,56.1,5.2706,0.0,1.8447,3.6697,760.0,21.5176,16.1632,10.9375,3.9062,4.6875,1.1352,35.9726
"Ramara, Township (TP)",Ramara,TP,10377.0,25.0,9.4,414.94,62.3012,85000.0,51.5571,11.4195,9.1549,13.4914,51.5563,27.7537,54.4,43.1784,23.9229,2.4,48.3,14.1,56.2,10.8413,3.2283,5.4086,8.7401,1276.0,50.7361,38.1373,13.9303,6.2687,3.8806,38.8059,44.4157
"Red Lake, Municipality (MU)",Red Lake,MU,4094.0,6.8,-0.3,602.93,56.0362,111000.0,74.0484,19.1744,9.5261,20.64,55.8134,15.5105,38.4,55.3648,29.912,2.4,63.2,5.1,66.6,5.1295,4.2745,4.1341,24.7059,984.0,34.2016,31.3529,12.093,5.1163,4.4186,24.4658,47.3067
"Renfrew, Town (T)",Renfrew,T,8190.0,639.3,-0.4,12.81,60.7069,60400.0,30.2768,12.149,9.0354,14.4078,46.7033,32.1123,54.0,49.1031,40.6329,2.0,43.8,10.5,49.1,3.4799,1.2821,1.859,41.3924,893.0,29.0487,32.7518,15.6863,7.2398,3.6199,76.9655,47.7419
"Richmond Hill, Town (T)",Richmond Hill,T,202022.0,2004.4,3.6,100.79,82.3017,102000.0,66.263,14.835,12.9961,17.6367,55.0113,17.159,43.6,69.5115,17.572,2.9,54.4,13.1,62.6,57.8427,66.0621,53.7527,21.7862,1916.0,86.9762,67.4192,11.3833,4.5882,3.5891,90.5634,65.8327
"Rideau Lakes, Township (TP)",Rideau Lakes,TP,10883.0,15.3,5.4,711.81,62.622,84000.0,50.692,12.129,8.3617,12.4506,48.4701,31.0117,55.6,42.2254,24.9201,2.3,47.9,9.0,52.8,6.6158,1.7918,3.2114,12.1535,996.0,34.8811,28.0628,12.2428,5.5556,4.2181,33.2444,43.3122
"Russell, Township (TP)",Russell,TP,19598.0,98.6,18.6,198.78,66.5846,123000.0,84.4291,19.6704,10.5623,16.9915,55.4648,14.3382,39.6,58.1864,17.4394,2.7,67.2,5.4,71.1,6.6333,5.2046,4.9661,16.0443,1284.0,51.1891,40.6457,9.8861,3.1891,3.7358,54.8026,58.4273
"Sables-Spanish Rivers, Township (TP)",Sables-Spanish Rivers,TP,3237.0,4.0,1.5,801.04,54.4543,70500.0,39.0138,15.1375,9.8857,12.5116,50.5097,24.4053,50.4,44.3902,25.6318,2.3,44.5,10.7,49.8,3.5527,1.5446,2.0158,13.7184,690.0,17.5538,16.4032,13.5338,5.2632,2.6316,19.1694,35.3065
"Sagamok, Indian reserve (IRI)",Sagamok,IRI,1110.0,11.5,-2.6,96.83,47.2476,49600.0,20.9343,25.2252,13.5135,20.7207,46.3964,14.4144,31.8,84.7458,25.974,2.8,35.8,13.4,41.4,,0.0,0.0,17.9487,,,5.3846,6.1538,3.0769,0.0,30.0829,30.6131
"Sandy Lake 88, Indian reserve (IRI)",Sandy Lake 88,IRI,2100.0,47.4,4.1,44.31,51.5402,47200.0,18.8581,35.4762,18.5714,24.2857,42.1429,3.5714,22.8,89.0,10.2041,4.3,36.5,20.6,46.5,,0.0,0.0,23.5294,,,7.0588,15.3153,2.7027,1.8018,46.2072,36.7052
"Sarnia, City (CY)",Sarnia,CY,72047.0,439.6,0.6,163.9,75.3554,77500.0,45.0692,14.6779,10.4238,18.1062,50.363,24.5395,46.0,52.9873,33.5353,2.2,47.6,13.0,54.7,11.895,8.1891,8.517,31.8471,1078.0,39.5243,37.2212,12.4181,8.0967,4.0094,72.5134,54.3177
"Saugeen Shores, Town (T)",Saugeen Shores,T,15908.0,93.5,16.0,170.19,65.1793,103000.0,67.128,15.9354,7.6691,16.344,50.3206,26.1189,46.8,46.7909,29.0369,2.3,51.6,8.0,56.1,11.2208,7.4805,7.7477,19.6377,1261.0,49.8867,40.812,12.7835,5.0859,3.7113,54.1765,52.9038
"Sault Ste. Marie, City (CY)",Sault Ste. Marie,CY,72051.0,324.6,-1.8,221.99,75.3558,73000.0,41.1765,14.226,10.4717,17.4043,50.4087,24.8852,47.2,54.4636,34.0455,2.2,47.8,13.0,54.9,8.3136,4.4621,5.3334,31.7092,910.0,30.0113,30.5207,14.1555,7.1395,4.1879,68.9108,52.9889
"Schreiber, Township (TP)",Schreiber,TP,1039.0,29.0,-1.9,35.81,46.8027,75500.0,43.3391,12.512,8.6622,15.8807,55.3417,24.0616,54.4,42.8571,37.8641,2.0,48.0,9.6,53.1,5.2936,3.3686,3.6814,17.5258,630.0,14.1563,15.1671,17.0213,8.5106,2.1277,40.5103,39.5297
"Scugog, Township (TP)",Scugog,TP,21581.0,45.5,-0.2,474.38,67.234,108000.0,71.4533,13.9938,10.7734,14.8742,50.9939,24.2343,49.2,53.2633,19.5388,2.6,56.6,8.5,61.9,10.3795,5.1666,6.2265,12.9854,1304.0,52.3216,40.5208,12.009,4.0181,4.605,45.7302,52.8606
"Seguin, Township (TP)",Seguin,TP,5280.0,9.0,22.7,586.99,57.7498,84000.0,50.692,10.5114,9.6591,13.6364,51.3258,28.5038,54.8,41.0256,26.4637,2.3,51.7,6.8,55.5,7.6705,1.5152,3.4422,9.8131,990.0,34.5413,27.1229,15.6652,4.2918,2.3605,27.4252,41.5224
"Selwyn, Township (TP)",Selwyn,TP,18653.0,59.0,9.3,316.12,66.2517,95000.0,60.2076,14.046,9.3819,13.6707,47.9279,28.6549,52.0,47.1294,22.0588,2.5,50.7,10.6,56.7,7.3715,3.2971,4.2728,10.354,1336.0,54.1336,40.9998,14.6106,3.4679,4.6617,48.7661,49.7858
"Severn, Township (TP)",Severn,TP,14576.0,27.9,8.3,523.06,64.5902,94000.0,59.3426,14.3043,9.7077,15.2305,52.5521,23.4632,49.6,50.1654,21.9828,2.5,53.8,10.5,60.1,7.1693,2.5384,3.7991,10.0775,1072.0,39.1846,30.4525,11.7928,4.908,5.2488,40.0654,47.6368
"Shelburne, Town (T)",Shelburne,T,8994.0,1370.8,10.7,6.56,61.3377,99000.0,63.6678,21.9591,11.5077,19.235,52.1459,14.4541,36.8,69.1057,20.1653,2.9,63.1,10.0,70.1,19.0683,29.4641,21.4726,19.8347,1240.0,48.6976,40.0387,13.1324,5.8127,4.6286,86.0407,58.4381
"Shuniah, Municipality (MU)",Shuniah,MU,3247.0,5.7,16.0,571.34,54.4751,109000.0,72.3183,11.5491,7.5454,11.3951,51.2781,29.7197,55.2,40.553,23.5088,2.3,50.8,8.5,55.5,6.4675,0.616,2.5716,4.9296,1360.0,55.4926,40.3237,9.1205,2.9316,4.886,22.6552,43.1417
"Sioux Lookout, Municipality (MU)",Sioux Lookout,MU,5839.0,15.4,10.8,378.02,58.4277,102000.0,66.263,17.9825,12.2452,21.8359,56.2596,13.6153,38.0,60.5505,28.2051,2.5,66.7,5.7,70.6,6.2511,7.1074,5.9214,33.3333,1106.0,41.1099,38.7769,9.2705,4.5593,2.4316,33.3173,48.9379
"Smiths Falls, Town (T)",Smiths Falls,T,9254.0,958.1,5.4,9.66,61.5297,61200.0,30.9689,15.6149,9.0772,17.3979,49.1679,26.2589,47.2,54.7809,38.6311,2.1,47.2,10.1,52.5,5.8893,4.0523,4.1198,45.3071,1048.0,37.8256,40.07,16.5605,8.2803,3.6943,81.7781,50.0551
"Smooth Rock Falls, Town (T)",Smooth Rock Falls,T,1200.0,6.0,-9.8,199.73,47.7724,64500.0,33.8235,11.25,7.5,10.8333,46.25,35.0,58.0,38.3562,34.4828,2.0,35.4,8.8,38.3,1.6667,0.0,0.5833,20.5128,730.0,19.8188,20.027,10.5263,2.6316,2.6316,23.177,32.6572
"South Algonquin, Township (TP)",South Algonquin,TP,1055.0,1.2,-3.7,867.73,46.9055,61200.0,30.9689,7.109,5.6872,10.4265,52.6066,34.5972,59.6,33.3333,33.0189,2.0,37.2,23.1,48.4,4.2654,0.9479,1.9668,12.381,840.0,26.0476,21.9476,9.0909,23.8636,2.2727,9.391,28.1998
"South Bruce, Municipality (MU)",South Bruce,MU,5880.0,12.1,4.3,486.86,58.4748,88000.0,54.1522,19.7279,11.0544,16.8367,49.2347,19.6429,41.2,53.913,22.5877,2.6,62.0,6.1,66.0,2.8912,0.6803,1.352,19.6937,880.0,28.3126,25.7269,7.4554,3.2415,4.7002,30.6414,44.5078
"South Bruce Peninsula, Town (T)",South Bruce Peninsula,T,9137.0,17.2,8.6,530.61,61.444,71500.0,39.8789,11.7653,7.3328,12.4767,47.937,33.1071,56.8,40.9171,30.6024,2.2,47.0,9.3,51.8,7.1687,1.97,3.5515,16.8675,958.0,32.7293,27.9708,15.0565,5.6462,5.5207,34.5577,41.2383
"South Dundas, Municipality (MU)",South Dundas,MU,11044.0,21.2,1.8,521.54,62.7209,78000.0,45.5017,14.9855,8.5567,13.9442,49.2575,27.1188,50.8,46.4706,25.8861,2.4,49.8,10.1,55.4,6.2025,1.7204,3.0311,19.1398,954.0,32.5028,28.4939,13.0219,3.1809,4.8708,36.924,43.5416
"South Frontenac, Township (TP)",South Frontenac,TP,20188.0,21.3,8.3,948.05,66.7845,104000.0,67.9931,15.43,9.684,13.2257,53.3733,21.4979,48.8,50.2318,19.0296,2.5,56.9,9.0,62.6,5.8698,1.7832,2.9535,7.4307,1024.0,36.4666,27.7558,11.8628,3.6684,4.4783,36.9775,50.0519
"South Glengarry, Township (TP)",South Glengarry,TP,13330.0,22.0,1.4,605.02,63.9882,91000.0,56.7474,14.9662,9.7149,12.8657,50.0375,25.1688,50.4,46.506,22.4678,2.4,56.5,8.6,61.7,7.5019,3.3383,4.3173,11.9595,960.0,32.8426,26.5777,9.3109,4.912,3.5191,37.3456,47.0361
"South Huron, Municipality (MU)",South Huron,MU,10063.0,23.7,-0.3,425.12,62.0943,77000.0,44.6367,15.1048,9.043,15.2042,47.0039,28.8184,50.0,46.543,30.4498,2.3,53.7,7.9,58.3,7.7015,2.8818,4.2333,27.1577,958.0,32.7293,31.0578,10.6846,7.1577,4.9793,38.1949,44.0975
"South River, Village (VL)",South River,VL,1101.0,268.0,-1.2,4.11,47.1928,61200.0,30.9689,14.0781,9.0827,14.9864,50.4087,26.7938,49.2,50.0,30.2083,2.3,40.2,16.5,48.1,4.0872,1.3624,2.1117,40.0,880.0,28.3126,31.8188,11.7647,8.2353,4.7059,66.6364,41.2089
"South Stormont, Township (TP)",South Stormont,TP,13570.0,30.3,3.5,447.71,64.1085,92000.0,57.6125,15.6964,9.3957,13.9278,52.0634,22.8445,48.0,48.8915,20.4063,2.5,57.4,6.8,61.6,4.7531,2.6161,2.9937,12.0148,1094.0,40.4304,31.9057,13.3138,4.316,5.267,41.0156,47.9765
"South-West Oxford, Township (TP)",South-West Oxford,TP,7583.0,20.5,-0.7,369.61,60.1882,98000.0,62.8028,21.0339,12.8577,16.2205,49.3868,16.6161,39.6,57.2414,16.826,2.9,62.8,7.9,68.2,9.363,2.3078,4.431,14.5038,1192.0,45.9796,36.5369,8.4788,3.7406,3.8653,36.5423,47.552
"Southgate, Township (TP)",Southgate,TP,8716.0,13.6,18.5,643.08,61.1262,85000.0,51.5571,22.8889,12.2763,19.8486,49.9082,14.9151,36.0,61.2033,20.3642,2.9,59.2,7.8,64.2,11.7026,11.9894,10.1595,16.5563,1370.0,56.0589,44.2081,8.0189,2.5943,4.2453,31.9326,44.7367
"Southwest Middlesex, Municipality (MU)",Southwest Middlesex,MU,5893.0,13.8,3.0,427.82,58.4897,80000.0,47.2318,17.5632,9.1634,15.9511,51.926,21.2965,44.8,54.023,26.6112,2.4,55.8,9.8,61.8,6.9574,1.6969,3.2836,20.8333,828.0,25.3681,24.0076,10.6346,3.6021,5.1458,32.0946,42.3958
"Southwold, Township (TP)",Southwold,TP,4851.0,16.1,9.7,301.38,57.179,105000.0,68.8581,18.2437,10.7194,14.43,51.3296,19.5836,44.0,56.8966,16.9591,2.8,60.6,11.8,68.8,6.3904,2.1645,3.3498,8.4548,820.0,24.9151,19.977,7.4144,5.1331,3.6122,33.8151,47.3141
"Springwater, Township (TP)",Springwater,TP,21701.0,40.5,13.9,535.85,67.2713,122000.0,83.564,17.9946,12.1653,14.7228,52.9929,16.7965,43.2,60.0306,14.7039,2.9,61.9,10.0,68.8,10.2991,5.5067,6.3857,10.3196,1384.0,56.8516,42.892,10.6099,4.7619,4.1771,44.3752,55.6315
"St. Catharines, City (CY)",St. Catharines,CY,136803.0,1422.1,2.8,96.2,79.6754,72500.0,40.7439,14.1444,11.2973,19.5756,51.2672,23.2926,44.8,56.7728,32.2808,2.3,49.1,15.8,58.4,19.1772,16.2387,15.185,35.5827,1168.0,44.6206,41.9092,14.0376,8.1521,4.2489,86.478,57.9016
"St. Clair, Township (TP)",St. Clair,TP,14659.0,23.7,4.1,618.57,64.6285,98000.0,62.8028,16.952,10.0621,15.383,50.3786,22.58,44.8,50.3275,23.4219,2.4,52.8,8.7,57.9,5.0481,1.7737,2.6537,13.7043,1106.0,41.1099,32.8882,9.4722,4.1938,3.9769,38.1949,48.0733
"St. Joseph, Township (TP)",St. Joseph,TP,1426.0,11.2,15.0,127.65,48.934,83000.0,49.827,13.6746,7.3633,11.2202,44.8808,34.0112,57.2,38.2979,23.7705,2.3,44.4,12.4,50.6,8.7658,3.5063,4.8212,12.2951,920.0,30.5776,25.0928,7.5,11.6667,5.8333,29.7936,37.8
"St. Marys, Town (T)",St. Marys,T,7386.0,593.8,1.7,12.44,60.0108,86000.0,52.4221,14.4192,9.8836,15.1638,49.2824,26.469,48.4,50.3432,28.2748,2.3,53.7,10.1,59.7,8.2589,4.4002,5.111,19.0096,980.0,33.9751,29.4854,10.989,3.022,3.1593,76.0876,52.9242
"St. Thomas, City (CY)",St. Thomas,CY,42840.0,1203.2,10.1,35.61,71.8532,75000.0,42.9066,16.7017,10.6909,16.9234,51.3422,21.2768,43.6,57.1429,29.5958,2.3,52.3,11.2,58.9,10.2708,6.9795,7.1283,32.1982,1047.0,37.769,36.0977,11.486,6.3012,4.3414,84.4887,55.6791
"St.-Charles, Municipality (MU)",St.-Charles,MU,1357.0,4.3,6.9,314.46,48.6001,76000.0,43.7716,11.4223,7.7377,11.0538,54.1636,26.8976,55.6,39.7727,28.2258,2.2,42.3,6.4,45.6,2.9477,1.4738,1.7686,18.5484,720.0,19.2525,19.0413,14.5455,6.3636,1.8182,19.8634,35.3374
"Stirling-Rawdon, Township (TP)",Stirling-Rawdon,TP,5015.0,17.8,2.7,282.48,57.403,81000.0,48.0969,16.9492,9.4716,15.0548,51.346,22.5324,46.4,50.495,23.6041,2.5,54.6,8.4,59.6,7.0788,3.6889,4.3519,17.7665,988.0,34.4281,29.4296,11.4345,3.7422,2.4948,34.944,42.7999
"Stone Mills, Township (TP)",Stone Mills,TP,7826.0,11.3,1.6,693.71,60.4006,91000.0,56.7474,15.9085,9.839,15.1418,54.37,19.8058,46.8,51.0163,20.3583,2.5,58.3,7.9,63.3,6.0056,1.8528,3.0284,7.5041,950.0,32.2763,24.8447,9.6577,3.912,3.423,29.8908,44.4954
"Stratford, City (CY)",Stratford,CY,33232.0,1107.0,5.6,30.02,70.1423,77000.0,44.6367,14.4439,10.186,17.107,51.4865,23.8926,46.0,52.9257,33.3333,2.2,55.8,10.8,62.5,10.6975,7.8539,7.8065,34.1811,1128.0,42.3556,39.9032,11.7354,5.7068,3.5704,83.497,56.688
"Strathroy-Caradoc, Municipality (MU)",Strathroy-Caradoc,MU,23871.0,88.1,14.4,270.86,67.9134,89000.0,55.0173,16.7777,10.6615,17.3851,51.0661,21.5115,43.6,55.2281,23.6508,2.5,57.6,8.9,63.2,11.0385,2.9324,5.3925,21.8519,1124.0,42.1291,36.0459,12.4127,4.7678,4.8089,53.4757,51.4533
"Strong, Township (TP)",Strong,TP,1566.0,9.9,8.8,158.88,49.5645,70000.0,38.5813,13.41,7.9821,13.0907,47.5734,30.9706,54.8,42.5743,24.2424,2.4,44.6,13.0,51.3,3.8314,1.2771,1.9796,12.1212,960.0,32.8426,26.6262,11.9403,2.9851,3.7313,28.4516,35.4498
"Sudbury, Unorganized, North Part, Unorganized (NO)","Sudbury, Unorganized, North Part",NO,2902.0,0.1,7.6,35377.17,53.7185,79000.0,46.3668,10.51,5.858,9.4762,52.8946,30.6685,56.8,34.9206,29.562,2.1,44.0,9.2,48.4,3.7905,0.6892,1.6713,6.5693,1020.0,36.2401,27.3389,4.4898,8.1633,3.2653,1.1352,32.7745
"Tay, Township (TP)",Tay,TP,11091.0,80.5,10.5,137.86,62.7495,82000.0,48.9619,13.9753,8.0696,15.5532,54.5487,23.4875,49.2,49.3581,22.602,2.4,50.7,11.0,57.0,6.627,1.127,2.8965,9.5921,1172.0,44.8471,34.2706,12.5,4.9242,3.8826,52.4138,47.2494
"Tay Valley, Township (TP)",Tay Valley,TP,5925.0,11.2,4.6,528.67,58.5262,90000.0,55.8824,11.4768,7.7637,11.308,48.9451,32.0675,57.2,39.9471,21.281,2.3,47.6,11.0,53.6,5.7384,1.0127,2.5148,7.438,990.0,34.5413,26.4103,11.2403,4.845,5.0388,29.7936,42.4428
"Tecumseh, Town (T)",Tecumseh,T,23300.0,246.3,0.3,94.59,67.7503,109000.0,72.3183,15.2575,11.5451,14.6567,50.0858,23.0687,47.6,58.156,21.185,2.6,51.6,13.4,59.6,17.7897,11.1803,11.8616,11.1794,1230.0,48.1314,37.0458,9.6247,5.3863,4.3267,65.6346,56.0734
"Temiskaming Shores, City (CY)",Temiskaming Shores,CY,9634.0,54.5,-2.9,176.67,61.8008,71500.0,39.8789,15.0509,10.4837,16.0889,46.9172,27.6105,48.4,51.0055,33.4115,2.2,52.0,6.8,55.9,3.5292,2.9583,2.7455,27.7193,898.0,29.3318,28.8481,15.0229,6.078,5.2752,47.8375,45.0547
"Terrace Bay, Township (TP)",Terrace Bay,TP,1528.0,10.1,-5.2,151.5,49.3991,86000.0,52.4221,15.7068,6.2173,14.7251,53.0105,24.2147,48.8,44.4444,36.3636,2.1,49.4,9.0,54.3,11.4529,10.144,9.2277,21.831,780.0,22.6501,22.4043,8.3969,6.8702,3.0534,28.6682,40.013
"Thames Centre, Municipality (MU)",Thames Centre,MU,13980.0,32.2,6.0,433.99,64.309,112000.0,74.9135,17.2031,11.5165,14.5923,52.2175,19.0987,45.2,56.3529,18.0328,2.7,62.0,7.7,67.2,8.4406,2.6466,4.299,11.8611,1160.0,44.1676,34.4757,9.4987,4.1557,4.2216,41.7175,52.4643
"The Blue Mountains, Town (T)",The Blue Mountains,T,9390.0,33.0,33.7,284.65,61.628,101000.0,65.3979,9.8509,7.3482,11.1821,48.6155,34.2386,58.8,38.1967,28.8506,2.1,47.6,10.9,53.3,12.9925,3.3546,6.2407,12.9885,1405.0,58.0408,44.5251,10.7062,5.0114,3.9863,42.0011,48.4154
"The Nation / La Nation, Municipality (M)",The Nation / La Nation,M,13350.0,20.3,4.2,658.93,63.9983,105000.0,68.8581,18.7266,9.5131,17.9401,56.5543,15.2434,40.8,54.2289,20.5681,2.6,68.3,5.0,72.0,4.3071,3.5955,3.339,17.6298,1156.0,43.9411,36.0477,9.7449,4.5128,3.9241,36.431,51.0694
"Thessalon, Town (T)",Thessalon,T,1260.0,287.5,-2.0,4.38,48.1008,58400.0,28.5467,12.3016,7.9365,8.3333,43.6508,36.1111,58.8,44.1176,36.9369,2.1,36.0,14.1,41.9,2.7778,1.9841,1.9643,28.5714,710.0,18.6863,21.6518,12.0482,8.4337,0.0,67.4699,40.7727
